@id,qudt:abbreviation,qudt:code,qudt:conversionMultiplier,qudt:conversionOffset,qudt:currencyExponent,qudt:description,qudt:exactMatch,qudt:literal,qudt:quantityKind,qudt:symbol,qudt:uneceCommonCode,rdf:type,rdfs:label,skos:closeMatch,skos:exactMatch
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Bit>,'b'^^xsd:string,'3045'^^xsd:string,0.693147181,0.0,"","'In information theory, a bit is the amount of information that, on average, can be stored in a discrete bit. It is thus the amount of information carried by a choice between two equally likely outcomes. One bit corresponds to about 0.693 nats (ln(2)), or 0.301 hartleys (log10(2)).'^^xsd:string","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/InformationEntropy>,'b'^^xsd:string,"",qudt:Unit|qudt:InformationEntropyUnit,'Bit'^^xsd:string,"",<http://dbpedia.org/resource/Bit>|<http://qudt.org/vocab/unit#Bit>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/BitsPerSecond>,'bps'^^xsd:string,'2240'^^xsd:string,"","","","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/DataRate>,'bps'^^xsd:string,"",qudt:Unit|qudt:NonSIUnit|qudt:DerivedUnit|qudt:DataRateUnit,'Bits per Second'^^xsd:string,"",<http://qudt.org/vocab/unit#BitsPerSecond>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/BoardFoot>,'Bf'^^xsd:string,'0135'^^xsd:string,0.002360,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Volume>,'Bf'^^xsd:string,"",qudt:NotUsedWithSIUnit|qudt:VolumeUnit|qudt:Unit,'Board Foot'^^xsd:string,"",<http://qudt.org/vocab/unit#BoardFoot>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/BolivianMvdol>,'BOV'^^xsd:string,'984'^^xsd:string,"","",2,Bolivia,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:Unit|qudt:CurrencyUnit,'Bolivian Mvdol (Funds code)'^^xsd:string,"",<http://qudt.org/vocab/unit#BolivianMvdol>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Boliviano>,'BOB'^^xsd:string,'068'^^xsd:string,"","",2,Bolivia,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:Unit|qudt:CurrencyUnit,'Boliviano'^^xsd:string,"",<http://dbpedia.org/resource/Bolivian_boliviano>|<http://qudt.org/vocab/unit#Boliviano>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/BrazilianReal>,'BRL'^^xsd:string,'986'^^xsd:string,"","",2,Brazil,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:Unit|qudt:CurrencyUnit,'Brazilian Real'^^xsd:string,"",<http://qudt.org/vocab/unit#BrazilianReal>|<http://dbpedia.org/resource/Brazilian_real>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Breath>,"",'2000'^^xsd:string,"","","","","","","","","",qudt:Unit|qudt:EventUnit,'Breath'^^xsd:string,"",<http://dbpedia.org/resource/Breathing>|<http://qudt.org/vocab/unit#Breath>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/BreathPerMinute>,'breaths/min'^^xsd:string,'2495'^^xsd:string,"","","","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/RespiratoryRate>,'breaths/min'^^xsd:string,"",qudt:DerivedUnit|qudt:Unit|qudt:RespiratoryRateUnit,'Breath per Minute'^^xsd:string,"",<http://qudt.org/vocab/unit#BreathPerMinute>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/BritishThermalUnitInternationalTable>,'BtuIT'^^xsd:string,'0145'^^xsd:string,1055.05585262,0.0,"","'The British thermal unit (BTU or Btu) is a traditional unit of energy equal to about 1 055.05585 joules. It is approximately the amount of energy needed to heat 1 pound (0.454 kg) of water from 39 °F (3.9 °C) to 40 °F (4.4 °C). The unit is most often used in the power, steam generation, heating and air conditioning industries. In scientific contexts the BTU has largely been replaced by the SI unit of energy, the joule, though it may be used as a measure of agricultural energy production (BTU/kg). It is still used unofficially in metric English-speaking countries (such as Canada), and remains the standard unit of classification for air conditioning units manufactured and sold in many non-English-speaking metric countries.'^^xsd:string","","",<http://qudt.org/vocab/quantity#ThermalEnergy>|<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/EnergyAndWork>,'Btu'^^xsd:string,"",qudt:EnergyAndWorkUnit|qudt:Unit|qudt:NotUsedWithSIUnit|qudt:ThermalEnergyUnit,'British Thermal Unit - International Steam Table'^^xsd:string,"",<http://qudt.org/vocab/unit#BritishThermalUnitInternationalTable>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/BritishThermalUnitThermochemical>,'BtuTC'^^xsd:string,'0155'^^xsd:string,"","","","","","",<http://qudt.org/vocab/quantity#ThermalEnergy>|<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/EnergyAndWork>,'Btu'^^xsd:string,"",qudt:NotUsedWithSIUnit|qudt:Unit|qudt:EnergyAndWorkUnit|qudt:ThermalEnergyUnit,'British Thermal Unit - Thermochemical Calorie'^^xsd:string,"",<http://qudt.org/vocab/unit#BritishThermalUnitThermochemical>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/BruneiDollar>,'BND'^^xsd:string,'096'^^xsd:string,"","",2,Brunei,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:Unit|qudt:CurrencyUnit,'Brunei Dollar'^^xsd:string,"",<http://dbpedia.org/resource/Brunei_dollar>|<http://qudt.org/vocab/unit#BruneiDollar>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/BtuFoot>,'Btu-ft'^^xsd:string,'0160'^^xsd:string,321.581024,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/ThermalEnergyLength>,'Btu-ft'^^xsd:string,"",qudt:DerivedUnit|qudt:Unit|qudt:ThermalEnergyLengthUnit,'BTU Foot'^^xsd:string,"",<http://qudt.org/vocab/unit#BtuFoot>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/BtuFootPerSquareFootHourDegreeFahrenheit>,'Btu-ft/(hr-ft^2-degF)'^^xsd:string,'0165'^^xsd:string,"","","","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/ThermalConductivity>,'Btu-ft/(hr-ft^2-degF)'^^xsd:string,"",qudt:Unit|qudt:ThermalConductivityUnit|qudt:NotUsedWithSIUnit|qudt:DerivedUnit,'BTU Foot per Square Foot Hour Degree Fahrenheit'^^xsd:string,"",<http://qudt.org/vocab/unit#BtuFootPerSquareFootHourDegreeFahrenheit>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/BtuInch>,'Btu-in'^^xsd:string,'0170'^^xsd:string,26.7984187,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/ThermalEnergyLength>,'Btu-in'^^xsd:string,"",qudt:ThermalEnergyLengthUnit|qudt:DerivedUnit|qudt:Unit,'BTU Inch'^^xsd:string,"",<http://qudt.org/vocab/unit#BtuInch>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/BtuInchPerSquareFootHourDegreeFahrenheit>,'Btu-in/(hr-ft^2-degF)'^^xsd:string,'0175'^^xsd:string,"","","","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/ThermalConductivity>,'Btu-in/(hr-ft^2-degF)'^^xsd:string,"",qudt:DerivedUnit|qudt:ThermalConductivityUnit|qudt:NotUsedWithSIUnit|qudt:Unit,'BTU Inch per Square Foot Hour Degree Fahrenheit'^^xsd:string,"",<http://qudt.org/vocab/unit#BtuInchPerSquareFootHourDegreeFahrenheit>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/BtuInchPerSquareFootSecondDegreeFahrenheit>,'Btu-in/(ft^2-s-degF)'^^xsd:string,'0180'^^xsd:string,"","","","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/ThermalConductivity>,'Btu-in/(ft^2-s-degF)'^^xsd:string,"",qudt:Unit|qudt:DerivedUnit|qudt:NotUsedWithSIUnit|qudt:ThermalConductivityUnit,'BTU Inch per Square Foot Second Degree Fahrenheit'^^xsd:string,"",<http://qudt.org/vocab/unit#BtuInchPerSquareFootSecondDegreeFahrenheit>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/BtuPerDegreeFahrenheit>,'Btu/degF'^^xsd:string,'0185'^^xsd:string,"","","","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/HeatCapacity>,'Btu/degF'^^xsd:string,"",qudt:NotUsedWithSIUnit|qudt:DerivedUnit|qudt:HeatCapacityAndEntropyUnit|qudt:Unit,'BTU per Degree Fahrenheit'^^xsd:string,"",<http://qudt.org/vocab/unit#BtuPerDegreeFahrenheit>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/BtuPerDegreeRankine>,'Btu/degR'^^xsd:string,'0190'^^xsd:string,"","","","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/HeatCapacity>,'Btu/degR'^^xsd:string,"",qudt:HeatCapacityAndEntropyUnit|qudt:NotUsedWithSIUnit|qudt:DerivedUnit|qudt:Unit,'BTU per Degree Rankine'^^xsd:string,"",<http://qudt.org/vocab/unit#BtuPerDegreeRankine>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/BtuPerHour>,'Btu/hr'^^xsd:string,'0195'^^xsd:string,0.29307107,0.0,"","'The British thermal unit (BTU or Btu) is a traditional unit of energy equal to about 1 055.05585 joules. It is approximately the amount of energy needed to heat 1 pound (0.454 kg) of water from 39 °F (3.9 °C) to 40 °F (4.4 °C). The unit is most often used in the power, steam generation, heating and air conditioning industries. In scientific contexts the BTU has largely been replaced by the SI unit of energy, the joule, though it may be used as a measure of agricultural energy production (BTU/kg).  [Wikipedia]'^^xsd:string","","",<http://qudt.org/vocab/quantity#HeatFlowRate>|<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Power>,'Btu/hr'^^xsd:string,"",qudt:HeatFlowRateUnit|qudt:Unit|qudt:NotUsedWithSIUnit|qudt:DerivedUnit,'BTU per Hour'^^xsd:string,"",<http://qudt.org/vocab/unit#BtuPerHour>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/BtuPerHourSquareFoot>,'Btu/(hr-ft^2)'^^xsd:string,'0200'^^xsd:string,3.15459075,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/PowerPerArea>,'Btu/(hr-ft^2)'^^xsd:string,"",qudt:DerivedUnit|qudt:NotUsedWithSIUnit|qudt:Unit|qudt:PowerPerAreaUnit,'BTU per Hour Square Foot'^^xsd:string,"",<http://qudt.org/vocab/unit#BtuPerHourSquareFoot>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/BtuPerPound>,'Btu/lb'^^xsd:string,'0210'^^xsd:string,2326,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/SpecificEnergy>,'Btu/lb'^^xsd:string,"",qudt:SpecificEnergyUnit|qudt:DerivedUnit|qudt:NotUsedWithSIUnit|qudt:Unit,'BTU per Pound'^^xsd:string,"",<http://qudt.org/vocab/unit#BtuPerPound>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/BtuPerPoundDegreeFahrenheit>,'Btu/(lb-degF)'^^xsd:string,'0215'^^xsd:string,"","","","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/SpecificHeatCapacity>,'Btu/(lb-degF)'^^xsd:string,"",qudt:Unit|qudt:DerivedUnit|qudt:SpecificHeatCapacityUnit|qudt:NotUsedWithSIUnit,'BTU per Pound Degree Fahrenheit'^^xsd:string,"",<http://qudt.org/vocab/unit#BtuPerPoundDegreeFahrenheit>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/BtuPerPoundDegreeRankine>,'Btu/(lb-degR)'^^xsd:string,'0220'^^xsd:string,"","","","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/SpecificHeatCapacity>,'Btu/(lb-degR)'^^xsd:string,"",qudt:NotUsedWithSIUnit|qudt:SpecificHeatCapacityUnit|qudt:Unit|qudt:DerivedUnit,'BTU per Pound Degree Rankine'^^xsd:string,"",<http://qudt.org/vocab/unit#BtuPerPoundDegreeRankine>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/BtuPerPoundMole>,'Btu/(lb-mol)'^^xsd:string,'0225'^^xsd:string,"","","","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/EnergyAndWorkPerMassAmountOfSubstance>,'Btu/(lb-mol)'^^xsd:string,"",qudt:DerivedUnit|qudt:NotUsedWithSIUnit|qudt:EnergyAndWorkPerMassAmountOfSubstance|qudt:Unit,'BTU per Pound Mole'^^xsd:string,"",<http://qudt.org/vocab/unit#BtuPerPoundMole>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/BtuPerPoundMoleDegreeFahrenheit>,'Btu/(lb-mol-degF)'^^xsd:string,'0230'^^xsd:string,"","","","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/MolarHeatCapacity>,'Btu/(lb-mol-degF)'^^xsd:string,"",qudt:DerivedUnit|qudt:Unit|qudt:MolarHeatCapacityUnit,'BTU per Pound Mole Degree Fahrenheit'^^xsd:string,"",<http://qudt.org/vocab/unit#BtuPerPoundMoleDegreeFahrenheit>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/BtuPerSecond>,'Btu/s'^^xsd:string,'0235'^^xsd:string,1055.05585262,0.0,"","","","",<http://qudt.org/vocab/quantity#Power>|<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/HeatFlowRate>,'Btu/s'^^xsd:string,"",qudt:HeatFlowRateUnit|qudt:NotUsedWithSIUnit|qudt:Unit|qudt:DerivedUnit,'BTU per Second'^^xsd:string,"",<http://qudt.org/vocab/unit#BtuPerSecond>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/BtuPerSecondSquareFoot>,'Btu/(s-ft^2)'^^xsd:string,'0240'^^xsd:string,11356.5267,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/PowerPerArea>,'Btu/(s-ft^2)'^^xsd:string,"",qudt:NotUsedWithSIUnit|qudt:DerivedUnit|qudt:PowerPerAreaUnit|qudt:Unit,'BTU per Second Square Foot'^^xsd:string,"",<http://qudt.org/vocab/unit#BtuPerSecondSquareFoot>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/BtuPerSquareFoot>,'Btu/ft^2'^^xsd:string,'0250'^^xsd:string,11356.5267,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/EnergyPerArea>,'Btu/ft^2'^^xsd:string,"",qudt:EnergyPerAreaUnit|qudt:DerivedUnit|qudt:NotUsedWithSIUnit|qudt:Unit,'BTU per Square Foot'^^xsd:string,"",<http://qudt.org/vocab/unit#BtuPerSquareFoot>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/BtuPerSquareFootHourDegreeFahrenheit>,'Btu/(hr-ft^2-degF)'^^xsd:string,'0205'^^xsd:string,"","","","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/CoefficientOfHeatTransfer>,'Btu/(hr-ft^2-degF)'^^xsd:string,"",qudt:CoefficientOfHeatTransferUnit|qudt:DerivedUnit|qudt:Unit|qudt:NotUsedWithSIUnit,'BTU per Square Foot Hour Degree Fahrenheit'^^xsd:string,"",<http://qudt.org/vocab/unit#BtuPerSquareFootHourDegreeFahrenheit>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/BtuPerSquareFootSecondDegreeFahrenheit>,'Btu/(ft^2-s-degF)'^^xsd:string,'0245'^^xsd:string,"","","","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/CoefficientOfHeatTransfer>,'Btu/(ft^2-s-degF)'^^xsd:string,"",qudt:NotUsedWithSIUnit|qudt:CoefficientOfHeatTransferUnit|qudt:Unit|qudt:DerivedUnit,'BTU per Square Foot Second Degree Fahrenheit'^^xsd:string,"",<http://qudt.org/vocab/unit#BtuPerSquareFootSecondDegreeFahrenheit>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/BulgarianLev>,'BGN'^^xsd:string,'975'^^xsd:string,"","",2,Bulgaria,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:CurrencyUnit|qudt:Unit,'Bulgarian Lev'^^xsd:string,"",<http://dbpedia.org/resource/Bulgarian_lev>|<http://qudt.org/vocab/unit#BulgarianLev>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/BurundianFranc>,'BIF'^^xsd:string,'108'^^xsd:string,"","",0,Burundi,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:Unit|qudt:CurrencyUnit,'Burundian Franc'^^xsd:string,"",<http://dbpedia.org/resource/Burundian_franc>|<http://qudt.org/vocab/unit#BurundianFranc>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Bushel>,'bu'^^xsd:string,'0255'^^xsd:string,0.03523907,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/DryVolume>,'bu'^^xsd:string,"",qudt:Unit|qudt:NotUsedWithSIUnit|qudt:VolumeUnit,'Bushel'^^xsd:string,"",<http://dbpedia.org/resource/Bushel>|<http://qudt.org/vocab/unit#Bushel>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Byte>,'B'^^xsd:string,'3040'^^xsd:string,5.54517744,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/InformationEntropy>,'B'^^xsd:string,"",qudt:Unit|qudt:InformationEntropyUnit|qudt:DerivedUnit,'Byte'^^xsd:string,"",<http://qudt.org/vocab/unit#Byte>|<http://dbpedia.org/resource/Byte>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/CFAFrancBCEAO>,'XOF'^^xsd:string,'952'^^xsd:string,"","",0,"Benin, Burkina Faso, C�te d\'Ivoire, Guinea-Bissau, Mali, Niger, Senegal, Togo","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:Unit|qudt:CurrencyUnit,'CFA Franc BCEAO'^^xsd:string,"",<http://qudt.org/vocab/unit#CFAFrancBCEAO>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/CFAFrancBEAC>,'XAF'^^xsd:string,'950'^^xsd:string,"","",0,"Cameroon, Central African Republic, Congo, Chad, Equatorial Guinea, Gabon","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:Unit|qudt:CurrencyUnit,'CFA Franc BEAC'^^xsd:string,"",<http://qudt.org/vocab/unit#CFAFrancBEAC>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/CFPFranc>,'XPF'^^xsd:string,'953'^^xsd:string,"","",0,"French Polynesia, New Caledonia, Wallis and Futuna","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:Unit|qudt:CurrencyUnit,'CFP franc'^^xsd:string,"",<http://qudt.org/vocab/unit#CFPFranc>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/CalorieNutritional>,'Cal'^^xsd:string,'0265'^^xsd:string,4184,0.0,"","","","",<http://qudt.org/vocab/quantity#ThermalEnergy>|<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/EnergyAndWork>,'Cal'^^xsd:string,"",qudt:ThermalEnergyUnit|qudt:Unit|qudt:EnergyAndWorkUnit|qudt:NotUsedWithSIUnit,'Nutritional Calorie'^^xsd:string,"",<http://qudt.org/vocab/unit#CalorieNutritional>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/CalorieThermochemical>,'cal'^^xsd:string,'0330'^^xsd:string,4.184,0.0,"","","","",<http://qudt.org/vocab/quantity#EnergyAndWork>|<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/ThermalEnergy>,'cal'^^xsd:string,"",qudt:ThermalEnergyUnit|qudt:EnergyAndWorkUnit|qudt:Unit|qudt:NotUsedWithSIUnit,'Thermochemical Calorie'^^xsd:string,"",<http://qudt.org/vocab/unit#CalorieThermochemical>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/CanadianDollar>,'CAD'^^xsd:string,'124'^^xsd:string,"","",2,Canada,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:CurrencyUnit|qudt:Unit,'Canadian Dollar'^^xsd:string,"",<http://qudt.org/vocab/unit#CanadianDollar>|<http://dbpedia.org/resource/Canadian_dollar>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Candela>,'cd'^^xsd:string,'0335'^^xsd:string,1,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/LuminousIntensity>,'cd'^^xsd:string,'CDL'^^xsd:string,qudt:SIBaseUnit|qudt:LuminousIntensityUnit|qudt:Unit,'Candela'^^xsd:string,"",<http://dbpedia.org/resource/Candela>|<http://qudt.org/vocab/unit#Candela>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/CandelaPerSquareInch>,'cd/in^2'^^xsd:string,'0340'^^xsd:string,1550.0031000062002e0,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Luminance>,'cd/in^2'^^xsd:string,"",qudt:DerivedUnit|qudt:LuminanceUnit|qudt:NotUsedWithSIUnit|qudt:Unit,'Candela per Square Inch'^^xsd:string,"",<http://qudt.org/vocab/unit#CandelaPerSquareInch>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/CandelaPerSquareMeter>,'cd/m^2'^^xsd:string,'0345'^^xsd:string,1,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Luminance>,'cd/m^2'^^xsd:string,"",qudt:SIDerivedUnit|qudt:LuminanceUnit|qudt:DerivedUnit|qudt:Unit,'Candela per Square Meter'^^xsd:string,"",<http://qudt.org/vocab/unit#CandelaPerSquareMeter>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Candle>,'cd'^^xsd:string,'0350'^^xsd:string,"","","","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/LuminousIntensity>,'cd'^^xsd:string,"",qudt:LuminousIntensityUnit|qudt:Unit|qudt:NotUsedWithSIUnit,'Candle'^^xsd:string,"",<http://dbpedia.org/resource/Candle>|<http://qudt.org/vocab/unit#Candle>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Candlepower>,'cd'^^xsd:string,'0355'^^xsd:string,"","","","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/LuminousIntensity>,'cd'^^xsd:string,"",qudt:Unit|qudt:NotUsedWithSIUnit|qudt:LuminousIntensityUnit,'Candlepower'^^xsd:string,"",<http://qudt.org/vocab/unit#Candlepower>|<http://dbpedia.org/resource/Candlepower>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/CapeVerdeEscudo>,'CVE'^^xsd:string,'192'^^xsd:string,"","",2,Cape Verde,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:Unit|qudt:CurrencyUnit,'Cape Verde Escudo'^^xsd:string,"",<http://dbpedia.org/resource/Cape_Verdean_escudo>|<http://qudt.org/vocab/unit#CapeVerdeEscudo>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Carat>,'Nm/ct'^^xsd:string,'0360'^^xsd:string,0.0002,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Mass>,'Nm/ct'^^xsd:string,"",qudt:Unit|qudt:NotUsedWithSIUnit|qudt:MassUnit,'Carat'^^xsd:string,"",<http://qudt.org/vocab/unit#Carat>|<http://dbpedia.org/resource/Carat>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/CaymanIslandsDollar>,'KYD'^^xsd:string,'136'^^xsd:string,"","",2,Cayman Islands,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:CurrencyUnit|qudt:Unit,'Cayman Islands Dollar'^^xsd:string,"",<http://dbpedia.org/resource/Cayman_Islands_dollar>|<http://qudt.org/vocab/unit#CaymanIslandsDollar>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Cedi>,'GHS'^^xsd:string,'936'^^xsd:string,"","",2,Ghana,"","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Currency>,"","",qudt:CurrencyUnit|qudt:Unit,'Cedi'^^xsd:string,"",<http://dbpedia.org/resource/Ghanaian_cedi>|<http://qudt.org/vocab/unit#Cedi>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Centi>,"","",1.0E-2,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Dimensionless>,'c'^^xsd:string,"",qudt:Unit|qudt:DecimalPrefixUnit,'Centi'^^xsd:string,"",<http://dbpedia.org/resource/Centi->|<http://qudt.org/vocab/unit#Centi>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/Centimeter>,'cm'^^xsd:string,'2016'^^xsd:string,0.01,0.0,"","","",'centimeter'^^xsd:string,<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/Length>,'cm'^^xsd:string,'CMT'^^xsd:string,qudt:Unit|qudt:DerivedUnit|qudt:LengthUnit,'Centimeter'^^xsd:string,"",<http://dbpedia.org/resource/Centimetre>|<http://qudt.org/vocab/unit#Centimeter>
<http://registry.it.csiro.au/def/qudt/1.1/qudt-unit/CentimeterOfWater>,'cmH2O'^^xsd:string,'0365'^^xsd:string,98.0630016,0.0,"","","","",<http://registry.it.csiro.au/def/qudt/1.1/qudt-quantity/ForcePerArea>,'cmH2O'^^xsd:string,"",qudt:NotUsedWithSIUnit|qudt:PressureOrStressUnit|qudt:Unit,'Centimeter of Water'^^xsd:string,"",<http://dbpedia.org/resource/Centimetre_of_water>|<http://qudt.org/vocab/unit#CentimeterOfWater>
